newTimes,utc,hour,minute,date
933,15:33,15,33,4/6/26
1237,20:37,20,37,4/7/26
535,08:55,8,55,4/8/26
587,09:47,9,47,4/9/26
790,13:10,13,10,4/10/26
168,02:48,2,48,4/11/26
360,06:00,6,0,4/12/26
366,06:06,6,6,4/13/26
824,13:44,13,44,4/14/26
378,06:18,6,18,4/15/26
1283,21:23,21,23,4/16/26
1151,19:11,19,11,4/17/26
24,00:24,0,24,4/18/26
724,12:04,12,4,4/19/26
1382,23:02,23,2,4/20/26
695,11:35,11,35,4/21/26
37,00:37,0,37,4/22/26
775,12:55,12,55,4/23/26
851,14:11,14,11,4/24/26
956,15:56,15,56,4/25/26
452,07:32,7,32,4/26/26
1276,21:16,21,16,4/27/26
672,11:12,11,12,4/28/26
1429,23:49,23,49,4/29/26
1263,21:03,21,3,4/30/26
182,03:02,3,2,5/1/26
11,00:11,0,11,5/2/26
1057,17:37,17,37,5/3/26
1024,17:04,17,4,5/4/26
339,05:39,5,39,5/5/26
658,10:58,10,58,5/6/26
1431,23:51,23,51,5/7/26
84,01:24,1,24,5/8/26
1257,20:57,20,57,5/9/26
1223,20:23,20,23,5/10/26
174,02:54,2,54,5/11/26
1393,23:13,23,13,5/12/26
710,11:50,11,50,5/13/26
929,15:29,15,29,5/14/26
467,07:47,7,47,5/15/26
1381,23:01,23,1,5/16/26
255,04:15,4,15,5/17/26
190,03:10,3,10,5/18/26
1412,23:32,23,32,5/19/26
568,09:28,9,28,5/20/26
404,06:44,6,44,5/21/26
696,11:36,11,36,5/22/26
1145,19:05,19,5,5/23/26
1059,17:39,17,39,5/24/26
1246,20:46,20,46,5/25/26
981,16:21,16,21,5/26/26
241,04:01,4,1,5/27/26
1417,23:37,23,37,5/28/26
628,10:28,10,28,5/29/26
145,02:25,2,25,5/30/26
1163,19:23,19,23,5/31/26
78,01:18,1,18,6/1/26
141,02:21,2,21,6/2/26
1201,20:01,20,1,6/3/26
229,03:49,3,49,6/4/26
95,01:35,1,35,6/5/26
491,08:11,8,11,6/6/26
69,01:09,1,9,6/7/26
180,03:00,3,0,6/8/26
62,01:02,1,2,6/9/26
437,07:17,7,17,6/10/26
267,04:27,4,27,6/11/26
1152,19:12,19,12,6/12/26
992,16:32,16,32,6/13/26
386,06:26,6,26,6/14/26
151,02:31,2,31,6/15/26
705,11:45,11,45,6/16/26
260,04:20,4,20,6/17/26
463,07:43,7,43,6/18/26
502,08:22,8,22,6/19/26
442,07:22,7,22,6/20/26
64,01:04,1,4,6/21/26
313,05:13,5,13,6/22/26
586,09:46,9,46,6/23/26
72,01:12,1,12,6/24/26
692,11:32,11,32,6/25/26
1318,21:58,21,58,6/26/26
972,16:12,16,12,6/27/26
1097,18:17,18,17,6/28/26
65,01:05,1,5,6/29/26
210,03:30,3,30,6/30/26
506,08:26,8,26,7/1/26
489,08:09,8,9,7/2/26
895,14:55,14,55,7/3/26
801,13:21,13,21,7/4/26
632,10:32,10,32,7/5/26
1147,19:07,19,7,7/6/26
277,04:37,4,37,7/7/26
106,01:46,1,46,7/8/26
102,01:42,1,42,7/9/26
79,01:19,1,19,7/10/26
809,13:29,13,29,7/11/26
694,11:34,11,34,7/12/26
1264,21:04,21,4,7/13/26
871,14:31,14,31,7/14/26
1354,22:34,22,34,7/15/26
159,02:39,2,39,7/16/26
889,14:49,14,49,7/17/26
109,01:49,1,49,7/18/26
335,05:35,5,35,7/19/26
104,01:44,1,44,7/20/26
1329,22:09,22,9,7/21/26
247,04:07,4,7,7/22/26
209,03:29,3,29,7/23/26
936,15:36,15,36,7/24/26
873,14:33,14,33,7/25/26
925,15:25,15,25,7/26/26
943,15:43,15,43,7/27/26
246,04:06,4,6,7/28/26
12,00:12,0,12,7/29/26
447,07:27,7,27,7/30/26
1210,20:10,20,10,7/31/26
1273,21:13,21,13,8/1/26
195,03:15,3,15,8/2/26
208,03:28,3,28,8/3/26
537,08:57,8,57,8/4/26
1026,17:06,17,6,8/5/26
105,01:45,1,45,8/6/26
1430,23:50,23,50,8/7/26
883,14:43,14,43,8/8/26
1207,20:07,20,7,8/9/26
558,09:18,9,18,8/10/26
1094,18:14,18,14,8/11/26
575,09:35,9,35,8/12/26
1330,22:10,22,10,8/13/26
979,16:19,16,19,8/14/26
1289,21:29,21,29,8/15/26
146,02:26,2,26,8/16/26
722,12:02,12,2,8/17/26
1294,21:34,21,34,8/18/26
1162,19:22,19,22,8/19/26
957,15:57,15,57,8/20/26
1231,20:31,20,31,8/21/26
421,07:01,7,1,8/22/26
451,07:31,7,31,8/23/26
348,05:48,5,48,8/24/26
1093,18:13,18,13,8/25/26
777,12:57,12,57,8/26/26
235,03:55,3,55,8/27/26
1397,23:17,23,17,8/28/26
927,15:27,15,27,8/29/26
471,07:51,7,51,8/30/26
1205,20:05,20,5,8/31/26
707,11:47,11,47,9/1/26
631,10:31,10,31,9/2/26
370,06:10,6,10,9/3/26
362,06:02,6,2,9/4/26
1189,19:49,19,49,9/5/26
309,05:09,5,9,9/6/26
1309,21:49,21,49,9/7/26
1149,19:09,19,9,9/8/26
1017,16:57,16,57,9/9/26
561,09:21,9,21,9/10/26
63,01:03,1,3,9/11/26
165,02:45,2,45,9/12/26
450,07:30,7,30,9/13/26
1327,22:07,22,7,9/14/26
557,09:17,9,17,9/15/26
171,02:51,2,51,9/16/26
205,03:25,3,25,9/17/26
1042,17:22,17,22,9/18/26
1287,21:27,21,27,9/19/26
315,05:15,5,15,9/20/26
1179,19:39,19,39,9/21/26
967,16:07,16,7,9/22/26
980,16:20,16,20,9/23/26
216,03:36,3,36,9/24/26
223,03:43,3,43,9/25/26
292,04:52,4,52,9/26/26
330,05:30,5,30,9/27/26
263,04:23,4,23,9/28/26
538,08:58,8,58,9/29/26
1364,22:44,22,44,9/30/26
727,12:07,12,7,10/1/26
721,12:01,12,1,10/2/26
270,04:30,4,30,10/3/26
678,11:18,11,18,10/4/26
477,07:57,7,57,10/5/26
464,07:44,7,44,10/6/26
136,02:16,2,16,10/7/26
201,03:21,3,21,10/8/26
160,02:40,2,40,10/9/26
612,10:12,10,12,10/10/26
74,01:14,1,14,10/11/26
101,01:41,1,41,10/12/26
1108,18:28,18,28,10/13/26
1140,19:00,19,0,10/14/26
862,14:22,14,22,10/15/26
39,00:39,0,39,10/16/26
765,12:45,12,45,10/17/26
1176,19:36,19,36,10/18/26
1424,23:44,23,44,10/19/26
1005,16:45,16,45,10/20/26
117,01:57,1,57,10/21/26
41,00:41,0,41,10/22/26
133,02:13,2,13,10/23/26
1407,23:27,23,27,10/24/26
1103,18:23,18,23,10/25/26
756,12:36,12,36,10/26/26
533,08:53,8,53,10/27/26
762,12:42,12,42,10/28/26
1411,23:31,23,31,10/29/26
1077,17:57,17,57,10/30/26
326,05:26,5,26,10/31/26
1331,22:11,22,11,11/1/26
441,07:21,7,21,11/2/26
1238,20:38,20,38,11/3/26
1066,17:46,17,46,11/4/26
1357,22:37,22,37,11/5/26
278,04:38,4,38,11/6/26
948,15:48,15,48,11/7/26
423,07:03,7,3,11/8/26
580,09:40,9,40,11/9/26
1040,17:20,17,20,11/10/26
504,08:24,8,24,11/11/26
1224,20:24,20,24,11/12/26
541,09:01,9,1,11/13/26
1256,20:56,20,56,11/14/26
900,15:00,15,0,11/15/26
1261,21:01,21,1,11/16/26
922,15:22,15,22,11/17/26
519,08:39,8,39,11/18/26
912,15:12,15,12,11/19/26
788,13:08,13,8,11/20/26
968,16:08,16,8,11/21/26
1233,20:33,20,33,11/22/26
461,07:41,7,41,11/23/26
436,07:16,7,16,11/24/26
1386,23:06,23,6,11/25/26
1041,17:21,17,21,11/26/26
399,06:39,6,39,11/27/26
1069,17:49,17,49,11/28/26
304,05:04,5,4,11/29/26
772,12:52,12,52,11/30/26
331,05:31,5,31,12/1/26
460,07:40,7,40,12/2/26
950,15:50,15,50,12/3/26
1303,21:43,21,43,12/4/26
389,06:29,6,29,12/5/26
1433,23:53,23,53,12/6/26
1361,22:41,22,41,12/7/26
942,15:42,15,42,12/8/26
1438,23:58,23,58,12/9/26
122,02:02,2,2,12/10/26
1161,19:21,19,21,12/11/26
1414,23:34,23,34,12/12/26
1025,17:05,17,5,12/13/26
1211,20:11,20,11,12/14/26
505,08:25,8,25,12/15/26
683,11:23,11,23,12/16/26
1302,21:42,21,42,12/17/26
1285,21:25,21,25,12/18/26
1406,23:26,23,26,12/19/26
186,03:06,3,6,12/20/26
825,13:45,13,45,12/21/26
458,07:38,7,38,12/22/26
344,05:44,5,44,12/23/26
266,04:26,4,26,12/24/26
1298,21:38,21,38,12/25/26
605,10:05,10,5,12/26/26
401,06:41,6,41,12/27/26
773,12:53,12,53,12/28/26
449,07:29,7,29,12/29/26
156,02:36,2,36,12/30/26
429,07:09,7,9,12/31/26
480,08:00,8,0,1/1/27
901,15:01,15,1,1/2/27
487,08:07,8,7,1/3/27
776,12:56,12,56,1/4/27
975,16:15,16,15,1/5/27
949,15:49,15,49,1/6/27
617,10:17,10,17,1/7/27
841,14:01,14,1,1/8/27
311,05:11,5,11,1/9/27
199,03:19,3,19,1/10/27
805,13:25,13,25,1/11/27
1007,16:47,16,47,1/12/27
253,04:13,4,13,1/13/27
893,14:53,14,53,1/14/27
714,11:54,11,54,1/15/27
287,04:47,4,47,1/16/27
1374,22:54,22,54,1/17/27
600,10:00,10,0,1/18/27
154,02:34,2,34,1/19/27
734,12:14,12,14,1/20/27
1391,23:11,23,11,1/21/27
1402,23:22,23,22,1/22/27
376,06:16,6,16,1/23/27
844,14:04,14,4,1/24/27
864,14:24,14,24,1/25/27
897,14:57,14,57,1/26/27
1158,19:18,19,18,1/27/27
268,04:28,4,28,1/28/27
385,06:25,6,25,1/29/27
1120,18:40,18,40,1/30/27
1274,21:14,21,14,1/31/27
181,03:01,3,1,2/1/27
751,12:31,12,31,2/2/27
1313,21:53,21,53,2/3/27
1113,18:33,18,33,2/4/27
398,06:38,6,38,2/5/27
911,15:11,15,11,2/6/27
567,09:27,9,27,2/7/27
162,02:42,2,42,2/8/27
1014,16:54,16,54,2/9/27
234,03:54,3,54,2/10/27
947,15:47,15,47,2/11/27
191,03:11,3,11,2/12/27
457,07:37,7,37,2/13/27
737,12:17,12,17,2/14/27
708,11:48,11,48,2/15/27
687,11:27,11,27,2/16/27
1400,23:20,23,20,2/17/27
552,09:12,9,12,2/18/27
214,03:34,3,34,2/19/27
279,04:39,4,39,2/20/27
99,01:39,1,39,2/21/27
702,11:42,11,42,2/22/27
934,15:34,15,34,2/23/27
764,12:44,12,44,2/24/27
1404,23:24,23,24,2/25/27
1436,23:56,23,56,2/26/27
138,02:18,2,18,2/27/27
1109,18:29,18,29,2/28/27
139,02:19,2,19,3/1/27
914,15:14,15,14,3/2/27
807,13:27,13,27,3/3/27
61,01:01,1,1,3/4/27
261,04:21,4,21,3/5/27
1355,22:35,22,35,3/6/27
1403,23:23,23,23,3/7/27
1288,21:28,21,28,3/8/27
845,14:05,14,5,3/9/27
548,09:08,9,8,3/10/27
1178,19:38,19,38,3/11/27
59,00:59,0,59,3/12/27
137,02:17,2,17,3/13/27
939,15:39,15,39,3/14/27
952,15:52,15,52,3/15/27
15,00:15,0,15,3/16/27
1421,23:41,23,41,3/17/27
642,10:42,10,42,3/18/27
1305,21:45,21,45,3/19/27
779,12:59,12,59,3/20/27
962,16:02,16,2,3/21/27
80,01:20,1,20,3/22/27
111,01:51,1,51,3/23/27
426,07:06,7,6,3/24/27
1255,20:55,20,55,3/25/27
89,01:29,1,29,3/26/27
651,10:51,10,51,3/27/27
1281,21:21,21,21,3/28/27
1222,20:22,20,22,3/29/27
1056,17:36,17,36,3/30/27
653,10:53,10,53,3/31/27
953,15:53,15,53,4/1/27
650,10:50,10,50,4/2/27
1142,19:02,19,2,4/3/27
604,10:04,10,4,4/4/27
332,05:32,5,32,4/5/27
163,02:43,2,43,4/6/27
1212,20:12,20,12,4/7/27
662,11:02,11,2,4/8/27
1198,19:58,19,58,4/9/27
931,15:31,15,31,4/10/27
875,14:35,14,35,4/11/27
36,00:36,0,36,4/12/27
1031,17:11,17,11,4/13/27
1370,22:50,22,50,4/14/27
1241,20:41,20,41,4/15/27
928,15:28,15,28,4/16/27
433,07:13,7,13,4/17/27
274,04:34,4,34,4/18/27
988,16:28,16,28,4/19/27
302,05:02,5,2,4/20/27
1146,19:06,19,6,4/21/27
1221,20:21,20,21,4/22/27
476,07:56,7,56,4/23/27
1095,18:15,18,15,4/24/27
743,12:23,12,23,4/25/27
804,13:24,13,24,4/26/27
422,07:02,7,2,4/27/27
231,03:51,3,51,4/28/27
946,15:46,15,46,4/29/27
416,06:56,6,56,4/30/27
1214,20:14,20,14,5/1/27
448,07:28,7,28,5/2/27
221,03:41,3,41,5/3/27
543,09:03,9,3,5/4/27
55,00:55,0,55,5/5/27
148,02:28,2,28,5/6/27
1082,18:02,18,2,5/7/27
114,01:54,1,54,5/8/27
1236,20:36,20,36,5/9/27
193,03:13,3,13,5/10/27
667,11:07,11,7,5/11/27
1371,22:51,22,51,5/12/27
920,15:20,15,20,5/13/27
601,10:01,10,1,5/14/27
916,15:16,15,16,5/15/27
220,03:40,3,40,5/16/27
1277,21:17,21,17,5/17/27
789,13:09,13,9,5/18/27
19,00:19,0,19,5/19/27
910,15:10,15,10,5/20/27
192,03:12,3,12,5/21/27
806,13:26,13,26,5/22/27
1102,18:22,18,22,5/23/27
1088,18:08,18,8,5/24/27
483,08:03,8,3,5/25/27
786,13:06,13,6,5/26/27
654,10:54,10,54,5/27/27
499,08:19,8,19,5/28/27
1410,23:30,23,30,5/29/27
197,03:17,3,17,5/30/27
377,06:17,6,17,5/31/27
816,13:36,13,36,6/1/27
1110,18:30,18,30,6/2/27
1398,23:18,23,18,6/3/27
888,14:48,14,48,6/4/27
1319,21:59,21,59,6/5/27
1320,22:00,22,0,6/6/27
164,02:44,2,44,6/7/27
681,11:21,11,21,6/8/27
249,04:09,4,9,6/9/27
1,00:01,0,1,6/10/27
803,13:23,13,23,6/11/27
529,08:49,8,49,6/12/27
445,07:25,7,25,6/13/27
892,14:52,14,52,6/14/27
22,00:22,0,22,6/15/27
887,14:47,14,47,6/16/27
712,11:52,11,52,6/17/27
1038,17:18,17,18,6/18/27
1322,22:02,22,2,6/19/27
1418,23:38,23,38,6/20/27
619,10:19,10,19,6/21/27
1124,18:44,18,44,6/22/27
1183,19:43,19,43,6/23/27
1181,19:41,19,41,6/24/27
336,05:36,5,36,6/25/27
1116,18:36,18,36,6/26/27
1228,20:28,20,28,6/27/27
1437,23:57,23,57,6/28/27
1252,20:52,20,52,6/29/27
372,06:12,6,12,6/30/27
16,00:16,0,16,7/1/27
1291,21:31,21,31,7/2/27
649,10:49,10,49,7/3/27
941,15:41,15,41,7/4/27
1133,18:53,18,53,7/5/27
932,15:32,15,32,7/6/27
1379,22:59,22,59,7/7/27
656,10:56,10,56,7/8/27
1127,18:47,18,47,7/9/27
144,02:24,2,24,7/10/27
391,06:31,6,31,7/11/27
1015,16:55,16,55,7/12/27
173,02:53,2,53,7/13/27
782,13:02,13,2,7/14/27
1170,19:30,19,30,7/15/27
896,14:56,14,56,7/16/27
1346,22:26,22,26,7/17/27
674,11:14,11,14,7/18/27
598,09:58,9,58,7/19/27
1278,21:18,21,18,7/20/27
989,16:29,16,29,7/21/27
516,08:36,8,36,7/22/27
716,11:56,11,56,7/23/27
703,11:43,11,43,7/24/27
610,10:10,10,10,7/25/27
1101,18:21,18,21,7/26/27
374,06:14,6,14,7/27/27
91,01:31,1,31,7/28/27
614,10:14,10,14,7/29/27
849,14:09,14,9,7/30/27
379,06:19,6,19,7/31/27
1348,22:28,22,28,8/1/27
1053,17:33,17,33,8/2/27
67,01:07,1,7,8/3/27
730,12:10,12,10,8/4/27
213,03:33,3,33,8/5/27
879,14:39,14,39,8/6/27
1141,19:01,19,1,8/7/27
43,00:43,0,43,8/8/27
134,02:14,2,14,8/9/27
492,08:12,8,12,8/10/27
85,01:25,1,25,8/11/27
419,06:59,6,59,8/12/27
1080,18:00,18,0,8/13/27
1105,18:25,18,25,8/14/27
963,16:03,16,3,8/15/27
27,00:27,0,27,8/16/27
603,10:03,10,3,8/17/27
554,09:14,9,14,8/18/27
325,05:25,5,25,8/19/27
1055,17:35,17,35,8/20/27
959,15:59,15,59,8/21/27
898,14:58,14,58,8/22/27
328,05:28,5,28,8/23/27
256,04:16,4,16,8/24/27
142,02:22,2,22,8/25/27
1399,23:19,23,19,8/26/27
474,07:54,7,54,8/27/27
1186,19:46,19,46,8/28/27
303,05:03,5,3,8/29/27
668,11:08,11,8,8/30/27
440,07:20,7,20,8/31/27
1362,22:42,22,42,9/1/27
128,02:08,2,8,9/2/27
364,06:04,6,4,9/3/27
149,02:29,2,29,9/4/27
407,06:47,6,47,9/5/27
58,00:58,0,58,9/6/27
409,06:49,6,49,9/7/27
857,14:17,14,17,9/8/27
503,08:23,8,23,9/9/27
509,08:29,8,29,9/10/27
1104,18:24,18,24,9/11/27
1268,21:08,21,8,9/12/27
551,09:11,9,11,9/13/27
1182,19:42,19,42,9/14/27
395,06:35,6,35,9/15/27
28,00:28,0,28,9/16/27
1051,17:31,17,31,9/17/27
81,01:21,1,21,9/18/27
623,10:23,10,23,9/19/27
7,00:07,0,7,9/20/27
488,08:08,8,8,9/21/27
354,05:54,5,54,9/22/27
116,01:56,1,56,9/23/27
595,09:55,9,55,9/24/27
596,09:56,9,56,9/25/27
1129,18:49,18,49,9/26/27
1326,22:06,22,6,9/27/27
384,06:24,6,24,9/28/27
741,12:21,12,21,9/29/27
996,16:36,16,36,9/30/27
170,02:50,2,50,10/1/27
318,05:18,5,18,10/2/27
1360,22:40,22,40,10/3/27
1033,17:13,17,13,10/4/27
434,07:14,7,14,10/5/27
923,15:23,15,23,10/6/27
96,01:36,1,36,10/7/27
574,09:34,9,34,10/8/27
951,15:51,15,51,10/9/27
890,14:50,14,50,10/10/27
13,00:13,0,13,10/11/27
333,05:33,5,33,10/12/27
852,14:12,14,12,10/13/27
215,03:35,3,35,10/14/27
835,13:55,13,55,10/15/27
1111,18:31,18,31,10/16/27
982,16:22,16,22,10/17/27
380,06:20,6,20,10/18/27
944,15:44,15,44,10/19/27
1143,19:03,19,3,10/20/27
1269,21:09,21,9,10/21/27
1173,19:33,19,33,10/22/27
903,15:03,15,3,10/23/27
624,10:24,10,24,10/24/27
454,07:34,7,34,10/25/27
179,02:59,2,59,10/26/27
52,00:52,0,52,10/27/27
926,15:26,15,26,10/28/27
1280,21:20,21,20,10/29/27
940,15:40,15,40,10/30/27
120,02:00,2,0,10/31/27
157,02:37,2,37,11/1/27
583,09:43,9,43,11/2/27
1206,20:06,20,6,11/3/27
994,16:34,16,34,11/4/27
33,00:33,0,33,11/5/27
147,02:27,2,27,11/6/27
830,13:50,13,50,11/7/27
1060,17:40,17,40,11/8/27
1419,23:39,23,39,11/9/27
711,11:51,11,51,11/10/27
130,02:10,2,10,11/11/27
572,09:32,9,32,11/12/27
285,04:45,4,45,11/13/27
884,14:44,14,44,11/14/27
1249,20:49,20,49,11/15/27
1387,23:07,23,7,11/16/27
1413,23:33,23,33,11/17/27
1306,21:46,21,46,11/18/27
443,07:23,7,23,11/19/27
1363,22:43,22,43,11/20/27
383,06:23,6,23,11/21/27
1432,23:52,23,52,11/22/27
645,10:45,10,45,11/23/27
881,14:41,14,41,11/24/27
406,06:46,6,46,11/25/27
1135,18:55,18,55,11/26/27
652,10:52,10,52,11/27/27
770,12:50,12,50,11/28/27
763,12:43,12,43,11/29/27
1061,17:41,17,41,11/30/27
744,12:24,12,24,12/1/27
566,09:26,9,26,12/2/27
886,14:46,14,46,12/3/27
856,14:16,14,16,12/4/27
1247,20:47,20,47,12/5/27
178,02:58,2,58,12/6/27
297,04:57,4,57,12/7/27
29,00:29,0,29,12/8/27
1279,21:19,21,19,12/9/27
34,00:34,0,34,12/10/27
1383,23:03,23,3,12/11/27
183,03:03,3,3,12/12/27
613,10:13,10,13,12/13/27
859,14:19,14,19,12/14/27
1035,17:15,17,15,12/15/27
1184,19:44,19,44,12/16/27
4,00:04,0,4,12/17/27
1074,17:54,17,54,12/18/27
935,15:35,15,35,12/19/27
312,05:12,5,12,12/20/27
1390,23:10,23,10,12/21/27
125,02:05,2,5,12/22/27
733,12:13,12,13,12/23/27
212,03:32,3,32,12/24/27
827,13:47,13,47,12/25/27
456,07:36,7,36,12/26/27
1090,18:10,18,10,12/27/27
921,15:21,15,21,12/28/27
819,13:39,13,39,12/29/27
473,07:53,7,53,12/30/27
891,14:51,14,51,12/31/27
363,06:03,6,3,1/1/28
119,01:59,1,59,1/2/28
1159,19:19,19,19,1/3/28
1139,18:59,18,59,1/4/28
158,02:38,2,38,1/5/28
283,04:43,4,43,1/6/28
32,00:32,0,32,1/7/28
669,11:09,11,9,1/8/28
1225,20:25,20,25,1/9/28
726,12:06,12,6,1/10/28
906,15:06,15,6,1/11/28
515,08:35,8,35,1/12/28
316,05:16,5,16,1/13/28
373,06:13,6,13,1/14/28
1440,00:00,0,0,1/15/28
48,00:48,0,48,1/16/28
528,08:48,8,48,1/17/28
259,04:19,4,19,1/18/28
375,06:15,6,15,1/19/28
814,13:34,13,34,1/20/28
1018,16:58,16,58,1/21/28
1036,17:16,17,16,1/22/28
995,16:35,16,35,1/23/28
98,01:38,1,38,1/24/28
720,12:00,12,0,1/25/28
1121,18:41,18,41,1/26/28
831,13:51,13,51,1/27/28
758,12:38,12,38,1/28/28
833,13:53,13,53,1/29/28
272,04:32,4,32,1/30/28
848,14:08,14,8,1/31/28
525,08:45,8,45,2/1/28
1016,16:56,16,56,2/2/28
300,05:00,5,0,2/3/28
876,14:36,14,36,2/4/28
958,15:58,15,58,2/5/28
945,15:45,15,45,2/6/28
327,05:27,5,27,2/7/28
1119,18:39,18,39,2/8/28
343,05:43,5,43,2/9/28
915,15:15,15,15,2/10/28
269,04:29,4,29,2/11/28
1372,22:52,22,52,2/12/28
1072,17:52,17,52,2/13/28
238,03:58,3,58,2/14/28
1282,21:22,21,22,2/15/28
1423,23:43,23,43,2/16/28
1180,19:40,19,40,2/17/28
863,14:23,14,23,2/18/28
755,12:35,12,35,2/19/28
420,07:00,7,0,2/20/28
843,14:03,14,3,2/21/28
563,09:23,9,23,2/22/28
397,06:37,6,37,2/23/28
314,05:14,5,14,2/24/28
1021,17:01,17,1,2/25/28
510,08:30,8,30,2/26/28
736,12:16,12,16,2/27/28
530,08:50,8,50,2/28/28
9,00:09,0,9,2/29/28
1078,17:58,17,58,3/1/28
430,07:10,7,10,3/2/28
829,13:49,13,49,3/3/28
616,10:16,10,16,3/4/28
1130,18:50,18,50,3/5/28
466,07:46,7,46,3/6/28
1081,18:01,18,1,3/7/28
524,08:44,8,44,3/8/28
1321,22:01,22,1,3/9/28
482,08:02,8,2,3/10/28
855,14:15,14,15,3/11/28
1002,16:42,16,42,3/12/28
435,07:15,7,15,3/13/28
971,16:11,16,11,3/14/28
127,02:07,2,7,3/15/28
73,01:13,1,13,3/16/28
495,08:15,8,15,3/17/28
571,09:31,9,31,3/18/28
725,12:05,12,5,3/19/28
322,05:22,5,22,3/20/28
508,08:28,8,28,3/21/28
1194,19:54,19,54,3/22/28
1245,20:45,20,45,3/23/28
1314,21:54,21,54,3/24/28
626,10:26,10,26,3/25/28
230,03:50,3,50,3/26/28
176,02:56,2,56,3/27/28
291,04:51,4,51,3/28/28
802,13:22,13,22,3/29/28
569,09:29,9,29,3/30/28
562,09:22,9,22,3/31/28
49,00:49,0,49,4/1/28
907,15:07,15,7,4/2/28
1267,21:07,21,7,4/3/28
1315,21:55,21,55,4/4/28
536,08:56,8,56,4/5/28
1409,23:29,23,29,4/6/28
1012,16:52,16,52,4/7/28
198,03:18,3,18,4/8/28
88,01:28,1,28,4/9/28
1296,21:36,21,36,4/10/28
500,08:20,8,20,4/11/28
396,06:36,6,36,4/12/28
542,09:02,9,2,4/13/28
749,12:29,12,29,4/14/28
1262,21:02,21,2,4/15/28
1312,21:52,21,52,4/16/28
527,08:47,8,47,4/17/28
1359,22:39,22,39,4/18/28
453,07:33,7,33,4/19/28
1388,23:08,23,8,4/20/28
265,04:25,4,25,4/21/28
14,00:14,0,14,4/22/28
1203,20:03,20,3,4/23/28
1234,20:34,20,34,4/24/28
636,10:36,10,36,4/25/28
1123,18:43,18,43,4/26/28
1034,17:14,17,14,4/27/28
818,13:38,13,38,4/28/28
38,00:38,0,38,4/29/28
167,02:47,2,47,4/30/28
410,06:50,6,50,5/1/28
1199,19:59,19,59,5/2/28
465,07:45,7,45,5/3/28
842,14:02,14,2,5/4/28
1307,21:47,21,47,5/5/28
546,09:06,9,6,5/6/28
513,08:33,8,33,5/7/28
1185,19:45,19,45,5/8/28
608,10:08,10,8,5/9/28
858,14:18,14,18,5/10/28
880,14:40,14,40,5/11/28
54,00:54,0,54,5/12/28
615,10:15,10,15,5/13/28
633,10:33,10,33,5/14/28
1427,23:47,23,47,5/15/28
1325,22:05,22,5,5/16/28
867,14:27,14,27,5/17/28
35,00:35,0,35,5/18/28
281,04:41,4,41,5/19/28
243,04:03,4,3,5/20/28
627,10:27,10,27,5/21/28
1219,20:19,20,19,5/22/28
559,09:19,9,19,5/23/28
1166,19:26,19,26,5/24/28
131,02:11,2,11,5/25/28
507,08:27,8,27,5/26/28
1115,18:35,18,35,5/27/28
850,14:10,14,10,5/28/28
872,14:32,14,32,5/29/28
813,13:33,13,33,5/30/28
590,09:50,9,50,5/31/28
641,10:41,10,41,6/1/28
990,16:30,16,30,6/2/28
544,09:04,9,4,6/3/28
3,00:03,0,3,6/4/28
86,01:26,1,26,6/5/28
919,15:19,15,19,6/6/28
418,06:58,6,58,6/7/28
369,06:09,6,9,6/8/28
236,03:56,3,56,6/9/28
738,12:18,12,18,6/10/28
811,13:31,13,31,6/11/28
611,10:11,10,11,6/12/28
1070,17:50,17,50,6/13/28
439,07:19,7,19,6/14/28
713,11:53,11,53,6/15/28
321,05:21,5,21,6/16/28
739,12:19,12,19,6/17/28
699,11:39,11,39,6/18/28
169,02:49,2,49,6/19/28
351,05:51,5,51,6/20/28
1356,22:36,22,36,6/21/28
938,15:38,15,38,6/22/28
1156,19:16,19,16,6/23/28
1000,16:40,16,40,6/24/28
47,00:47,0,47,6/25/28
177,02:57,2,57,6/26/28
1365,22:45,22,45,6/27/28
70,01:10,1,10,6/28/28
768,12:48,12,48,6/29/28
1367,22:47,22,47,6/30/28
520,08:40,8,40,7/1/28
140,02:20,2,20,7/2/28
684,11:24,11,24,7/3/28
1284,21:24,21,24,7/4/28
771,12:51,12,51,7/5/28
382,06:22,6,22,7/6/28
403,06:43,6,43,7/7/28
25,00:25,0,25,7/8/28
365,06:05,6,5,7/9/28
284,04:44,4,44,7/10/28
787,13:07,13,7,7/11/28
1039,17:19,17,19,7/12/28
644,10:44,10,44,7/13/28
1389,23:09,23,9,7/14/28
1373,22:53,22,53,7/15/28
1240,20:40,20,40,7/16/28
937,15:37,15,37,7/17/28
1089,18:09,18,9,7/18/28
1009,16:49,16,49,7/19/28
1043,17:23,17,23,7/20/28
1100,18:20,18,20,7/21/28
1405,23:25,23,25,7/22/28
359,05:59,5,59,7/23/28
648,10:48,10,48,7/24/28
1049,17:29,17,29,7/25/28
1265,21:05,21,5,7/26/28
1019,16:59,16,59,7/27/28
973,16:13,16,13,7/28/28
781,13:01,13,1,7/29/28
1148,19:08,19,8,7/30/28
1242,20:42,20,42,7/31/28
1416,23:36,23,36,8/1/28
1168,19:28,19,28,8/2/28
647,10:47,10,47,8/3/28
685,11:25,11,25,8/4/28
625,10:25,10,25,8/5/28
1087,18:07,18,7,8/6/28
1004,16:44,16,44,8/7/28
1420,23:40,23,40,8/8/28
1068,17:48,17,48,8/9/28
